"UMAP_1","UMAP_2","cells","Idents"
2.75805827642156,-3.95306448715223,"s2_bcFRBI","Tumor"
0.659190472609533,4.4170934699248,"s2_bcDVYN","Tumor"
-0.825207147353159,-1.76580910461439,"s2_bcHFHB","Tumor"
0.339111831433309,4.630873873062,"s2_bcHAYC","Tumor"
1.07012574041559,-0.392167852096689,"s2_bcHYXL","Tumor"
0.191384341961874,4.88415427429186,"s2_bcAWQQ","Tumor"
0.0170179274149074,0.134396865196096,"s2_bcHYVD","Tumor"
0.366476919896139,4.89138527137743,"s2_bcGRUG","Tumor"
0.733076509482397,1.13356085044848,"s2_bcCPOD","Tumor"
-1.87619927858637,5.1598855994414,"s2_bcEGKJ","Tumor"
2.06648334527685,0.587586357421743,"s2_bcHIFK","Tumor"
2.48723777795507,5.6705376647185,"s2_bcDVLQ","Tumor"
0.837775465495123,4.20973963958727,"s2_bcAMAK","Tumor"
2.55504783654882,-3.63924984710707,"s2_bcCQVI","Tumor"
0.449136104828848,0.0713333628843897,"s2_bcDFHL","Tumor"
0.690408613926901,-10.9807033993532,"s2_bcEZTT","Immune"
1.45282897020055,-0.543693111114634,"s2_bcAXAV","Tumor"
1.02636263000144,1.76356553954588,"s2_bcBCNM","Tumor"
3.02865454221441,0.31301923019396,"s2_bcFJGV","Tumor"
0.979697533345951,5.02938957435595,"s2_bcECTF","Tumor"
1.83873310352041,3.99270649177538,"s2_bcDNXQ","Tumor"
3.59323331380559,-0.754248426132334,"s2_bcFCYA","Tumor"
0.690367814547552,5.4817723773192,"s2_bcCQZD","Tumor"
2.72327181363775,-3.76608519332899,"s2_bcDRWC","Tumor"
-1.30598190759944,-3.23096279876722,"s2_bcFEOX","Tumor"
1.07359560618473,0.163818671531546,"s2_bcAKFS","Tumor"
0.0784931447572841,-11.8639383770753,"s2_bcHSBC","Immune"
1.48682835365011,-0.177887008361948,"s2_bcHGUE","Tumor"
-0.0228966805868016,3.13604827148424,"s2_bcAXDR","Tumor"
0.420357194191946,0.0237460873793238,"s2_bcBWZP","Tumor"
0.35607149863912,-10.3946228482057,"s2_bcECTW","Immune"
0.540367182738317,-0.134100721054209,"s2_bcEBKD","Tumor"
0.703959759718908,4.64878506881701,"s2_bcGPEI","Tumor"
1.37122717166616,-0.574821756057871,"s2_bcEBSP","Tumor"
-0.487596664183603,5.52286858779894,"s2_bcDTLA","Tumor"
4.44835611844732,-0.808938071899546,"s2_bcDHDU","Tumor"
2.14504477048589,1.22829909545885,"s2_bcDOOY","Tumor"
-1.65718129610346,3.23255307895647,"s2_bcDVXI","Tumor"
3.28111835981084,-0.593119666748179,"s2_bcEKFM","Tumor"
-4.24940541719721,2.77918286544787,"s2_bcHHIZ","Tumor"
0.416907515770925,3.91973836643206,"s2_bcAGEI","Tumor"
-12.4705200526647,6.74619431716906,"s2_bcEBJS","Fibroblast"
-0.218376192801462,-2.74844889419569,"s2_bcEJJV","Tumor"
0.596936997420324,1.62112902028071,"s2_bcHYPF","Tumor"
5.00323483014776,-0.553091094665659,"s2_bcFCCO","Tumor"
-0.417626056426035,3.94281251651751,"s2_bcHSSR","Tumor"
4.56230136419012,-0.514530704193247,"s2_bcFQIM","Tumor"
-3.83719447588252,3.6142506144713,"s2_bcHSMV","Tumor"
-1.01306990122126,-2.41213803070082,"s2_bcCASW","Tumor"
-0.149742040389048,2.67471159917818,"s2_bcCPMQ","Tumor"
3.59557625318242,0.0790588401030177,"s2_bcIBHH","Tumor"
1.45423307681753,0.676744534797537,"s2_bcBIAV","Tumor"
1.55269476438238,-0.313634441070688,"s2_bcGSQU","Tumor"
-3.82321551775263,3.68399305564867,"s2_bcDCQV","Tumor"
4.58131739164068,-0.558562085800303,"s2_bcAGUQ","Tumor"
-0.192476424925791,-2.43562798278822,"s2_bcFRGY","Tumor"
0.933648754305376,1.02805830461489,"s2_bcBPZU","Tumor"
-1.54467252229975,1.07537318689333,"s2_bcFCDG","Tumor"
0.908325504905714,4.72182841522204,"s2_bcERIX","Tumor"
1.34683906698896,0.011647536582815,"s2_bcEYDX","Tumor"
0.0610908534593715,-1.45250897186292,"s2_bcCACM","Tumor"
-4.16788438295649,1.85267943067061,"s2_bcEXOK","Tumor"
3.37259384656621,0.95733816844927,"s2_bcHNXZ","Tumor"
0.699245240933432,-0.818254754715098,"s2_bcHFEO","Tumor"
-0.0667313668660985,5.23117203933703,"s2_bcCYZW","Tumor"
